"Item","Store","Date","Promo","Qty","Turn_over_VAT"
"Персик КНР","Магазин-08",2017-09-21,NA,32.664,2611.04
"Персик КНР","Магазин-08",2017-09-22,NA,83.054,6642.63
"Персик КНР","Магазин-08",2017-09-23,NA,37.078,2963.2
"Персик КНР","Магазин-08",2017-09-24,NA,13.528,1082.13
"Персик КНР","Магазин-08",2017-09-25,NA,15.862,1268.81
"Персик КНР","Магазин-08",2017-09-26,NA,17.272,1379.28
"Персик КНР","Магазин-08",2017-09-27,NA,12.518,1001.34
"Персик КНР","Магазин-08",2017-09-28,NA,11.864,593.09
"Персик КНР","Магазин-08",2017-09-29,NA,0.892,44.6
"Персик КНР","Магазин-08",2017-09-30,NA,11.716,585.7
"Персик КНР","Магазин-08",2017-10-07,NA,1.064,53.19
"Персик КНР","Магазин-09",2017-03-30,NA,4.34,1648.67
"Персик КНР","Магазин-09",2017-03-31,NA,3.636,1381.24
"Персик КНР","Магазин-09",2017-04-01,NA,9.436,3567.44
"Персик КНР","Магазин-09",2017-04-02,NA,8.594,3260.62
"Персик КНР","Магазин-09",2017-04-03,NA,3.678,1396.2
"Персик КНР","Магазин-09",2017-04-04,NA,10.644,4044.09
"Персик КНР","Магазин-09",2017-04-05,NA,11.028,4190.14
"Персик КНР","Магазин-09",2017-04-06,NA,6.042,2294.93
"Персик КНР","Магазин-09",2017-04-07,NA,7.412,2814.86
"Персик КНР","Магазин-09",2017-04-08,NA,14.418,5478.17
"Персик КНР","Магазин-09",2017-04-09,NA,14.606,5547.47
"Персик КНР","Магазин-09",2017-04-10,NA,7.572,2871.61
"Персик КНР","Магазин-09",2017-04-11,NA,7.92,3009.14
"Персик КНР","Магазин-09",2017-04-12,NA,11.814,4487.71
"Персик КНР","Магазин-09",2017-04-13,NA,13.056,4958.61
"Персик КНР","Магазин-09",2017-04-14,NA,10.304,3914.31
"Персик КНР","Магазин-09",2017-04-15,NA,14.932,5670.25
"Персик КНР","Магазин-09",2017-04-16,NA,13.652,5186.71
"Персик КНР","Магазин-09",2017-04-17,NA,10.804,4103.38
"Персик КНР","Магазин-09",2017-04-18,NA,13.09,4972.97
"Персик КНР","Магазин-09",2017-04-19,NA,7.012,2663.98
"Персик КНР","Магазин-09",2017-04-20,NA,9.056,3439.97
"Персик КНР","Магазин-09",2017-04-21,NA,15.784,5992.34
"Персик КНР","Магазин-09",2017-04-22,NA,10.118,3844.5
"Персик КНР","Магазин-09",2017-04-23,NA,19.878,7552.55
"Персик КНР","Магазин-09",2017-04-24,NA,6.802,2584.1
"Персик КНР","Магазин-09",2017-04-25,NA,11.542,2882.18
"Персик КНР","Магазин-09",2017-04-26,NA,8.78,2192.73
"Персик КНР","Магазин-09",2017-04-27,NA,23.694,4500.13
"Персик КНР","Магазин-09",2017-04-28,NA,26.19,4973.9
"Персик КНР","Магазин-09",2017-04-29,NA,47.474,9013.58
"Персик КНР","Магазин-09",2017-04-30,NA,39.314,7466.71
"Персик КНР","Магазин-09",2017-05-01,NA,23.114,4391.49
"Персик КНР","Магазин-09",2017-05-02,NA,19.966,3789.56
"Персик КНР","Магазин-09",2017-05-03,NA,20.716,4137.41
"Персик КНР","Магазин-09",2017-05-04,NA,30.756,6145.52
"Персик КНР","Магазин-09",2017-05-05,NA,39.886,7976.52
"Персик КНР","Магазин-09",2017-05-06,NA,50.58,10112.84
"Персик КНР","Магазин-09",2017-05-07,NA,527.874,79109.75
"Персик КНР","Магазин-09",2017-05-08,NA,111.951,22373.87
"Персик КНР","Магазин-09",2017-05-09,NA,119.322,23858.54
"Персик КНР","Магазин-09",2017-05-10,NA,41.812,8351.97
"Персик КНР","Магазин-09",2017-05-11,NA,51.228,10240.73
"Персик КНР","Магазин-09",2017-05-12,NA,67.102,13413.05
"Персик КНР","Магазин-09",2017-05-13,NA,96.516,19297.89
"Персик КНР","Магазин-09",2017-05-14,NA,81.078,16212.7
"Персик КНР","Магазин-09",2017-05-15,NA,28.734,5741.44
"Персик КНР","Магазин-09",2017-05-16,NA,43.432,8673.1
"Персик КНР","Магазин-09",2017-05-17,NA,42.026,8396.4
"Персик КНР","Магазин-09",2017-05-18,NA,90.072,17998.79
"Персик КНР","Магазин-09",2017-05-19,NA,155.888,31163.16
"Персик КНР","Магазин-09",2017-05-20,NA,97.19,19428.33
"Персик КНР","Магазин-09",2017-05-21,NA,2.604,520.5
"Персик КНР","Магазин-09",2017-05-22,NA,0.846,169.2
"Персик КНР","Магазин-09",2017-05-23,NA,19.05,3809.42
"Персик КНР","Магазин-09",2017-05-24,NA,16.964,3392.64
"Персик КНР","Магазин-09",2017-05-25,NA,57.818,11552.88
"Персик КНР","Магазин-09",2017-05-26,NA,125.008,24992.44
"Персик КНР","Магазин-09",2017-05-27,NA,187.01,37383.5
"Персик КНР","Магазин-09",2017-05-28,NA,191.554,38292.9
"Персик КНР","Магазин-09",2017-05-29,NA,157.698,31521.93
"Персик КНР","Магазин-09",2017-05-30,NA,161.742,32338.1
"Персик КНР","Магазин-09",2017-05-31,NA,154.102,30809.56
"Персик КНР","Магазин-09",2017-06-01,NA,121.488,24285.05
"Персик КНР","Магазин-09",2017-06-02,NA,146.394,26335.56
"Персик КНР","Магазин-09",2017-06-03,NA,181.306,32629.63
"Персик КНР","Магазин-09",2017-06-04,NA,137.716,24771.89
"Персик КНР","Магазин-09",2017-06-05,NA,65.952,11864.81
"Персик КНР","Магазин-09",2017-06-06,NA,99.438,17891.61
"Персик КНР","Магазин-09",2017-06-07,NA,109.742,19744.49
"Персик КНР","Магазин-09",2017-06-08,NA,92.56,16651.05
"Персик КНР","Магазин-09",2017-06-09,NA,297.526,35686.13
"Персик КНР","Магазин-09",2017-06-10,NA,601.078,60048.25
"Персик КНР","Магазин-09",2017-06-11,NA,169.483,20334.29
"Персик КНР","Магазин-09",2017-06-12,NA,212.697,25508.78
"Персик КНР","Магазин-09",2017-06-13,NA,311.744,37368.39
"Персик КНР","Магазин-09",2017-06-14,NA,304.59,36527.41
"Персик КНР","Магазин-09",2017-06-15,NA,405.822,40554.38
"Персик КНР","Магазин-09",2017-06-16,NA,251.954,25176.11
"Персик КНР","Магазин-09",2017-06-17,NA,355.698,28443.07
"Персик КНР","Магазин-09",2017-06-18,NA,247.21,24706.55
"Персик КНР","Магазин-09",2017-06-19,NA,349.876,34966.39
"Персик КНР","Магазин-09",2017-06-20,NA,225.264,27026.28
"Персик КНР","Магазин-09",2017-06-21,NA,183.204,21970.63
"Персик КНР","Магазин-09",2017-06-22,NA,237.552,28485.42
"Персик КНР","Магазин-09",2017-06-23,NA,198.616,23822.95
"Персик КНР","Магазин-09",2017-06-24,NA,158.688,19030.42
"Персик КНР","Магазин-09",2017-06-25,NA,167.264,20063.38
"Персик КНР","Магазин-09",2017-06-26,NA,144.558,17336.48
"Персик КНР","Магазин-09",2017-06-27,NA,217.795,26119.65
"Персик КНР","Магазин-09",2017-06-28,NA,167.56,20099.43
"Персик КНР","Магазин-09",2017-06-29,NA,285.837,28564.02
"Персик КНР","Магазин-09",2017-06-30,NA,279.226,27908.94
"Персик КНР","Магазин-09",2017-07-01,NA,696.373,69731.79
"Персик КНР","Магазин-09",2017-07-02,NA,521.478,62455
"Персик КНР","Магазин-09",2017-07-03,NA,745.19,74468.82
"Персик КНР","Магазин-09",2017-07-04,NA,1738.112,139011.11
"Персик КНР","Магазин-09",2017-07-05,NA,239.308,23915.96
"Персик КНР","Магазин-09",2017-07-06,NA,843.305,84274.04
"Персик КНР","Магазин-09",2017-07-07,NA,312.76,31260.31
"Персик КНР","Магазин-09",2017-07-08,NA,383.018,45827.45
"Персик КНР","Магазин-09",2017-07-09,NA,1394.994,125471.83
"Персик КНР","Магазин-09",2017-07-10,NA,829.642,99466.72
"Персик КНР","Магазин-09",2017-07-11,NA,432.489,51858
"Персик КНР","Магазин-09",2017-07-12,NA,3.9,467.97
"Персик КНР","Магазин-09",2017-07-13,NA,384.168,46072.87
"Персик КНР","Магазин-09",2017-07-14,NA,430.315,51603.09
"Персик КНР","Магазин-09",2017-07-15,NA,512.994,61527.01
"Персик КНР","Магазин-09",2017-07-16,NA,504.387,60485.16
"Персик КНР","Магазин-09",2017-07-17,NA,428.013,51304.41
"Персик КНР","Магазин-09",2017-07-18,NA,531.433,54217.54
"Персик КНР","Магазин-09",2017-07-19,NA,711.178,71058.78
"Персик КНР","Магазин-09",2017-07-20,NA,2327.68,186131.83
"Персик КНР","Магазин-09",2017-07-21,NA,579.423,57923.21
"Персик КНР","Магазин-09",2017-07-22,NA,578.118,57793.55
"Персик КНР","Магазин-09",2017-07-23,NA,505.205,50502.16
"Персик КНР","Магазин-09",2017-07-24,NA,652.796,65254.89
"Персик КНР","Магазин-09",2017-07-25,NA,381.126,38098.93
"Персик КНР","Магазин-09",2017-07-26,NA,367.746,36763.51
"Персик КНР","Магазин-09",2017-07-27,NA,324.786,32469.24
"Персик КНР","Магазин-09",2017-07-28,NA,279.318,27924.86
"Персик КНР","Магазин-09",2017-07-29,NA,349.897,34981.12
"Персик КНР","Магазин-09",2017-07-30,NA,449.624,44946.59
"Персик КНР","Магазин-09",2017-07-31,NA,323.528,32340.96
"Персик КНР","Магазин-09",2017-08-01,NA,308.052,30793.26
"Персик КНР","Магазин-09",2017-08-02,NA,8.934,893.19
"Персик КНР","Магазин-09",2017-08-06,NA,182.076,18202.37
"Персик КНР","Магазин-09",2017-08-07,NA,394.166,39404.34
"Персик КНР","Магазин-09",2017-08-08,NA,144,14396.16
"Персик КНР","Магазин-09",2017-08-09,NA,55.814,5579.66
"Персик КНР","Магазин-09",2017-08-10,NA,53.014,5299.98
"Персик КНР","Магазин-09",2017-08-11,NA,538.244,43044.88
"Персик КНР","Магазин-09",2017-08-12,NA,229.724,18374.48
"Персик КНР","Магазин-09",2017-08-13,NA,269.388,21543.88
"Персик КНР","Магазин-09",2017-08-14,NA,341.94,27347.36
"Персик КНР","Магазин-09",2017-08-15,NA,171.043,13680.66
"Персик КНР","Магазин-09",2017-08-16,NA,277.016,22153.53
"Персик КНР","Магазин-09",2017-08-17,NA,28.776,2301.15
"Персик КНР","Магазин-09",2017-08-18,NA,175.798,14060.54
"Персик КНР","Магазин-09",2017-08-30,NA,158.512,12677.1
"Персик КНР","Магазин-09",2017-08-31,NA,151.248,12097.58
"Персик КНР","Магазин-09",2017-09-01,NA,130.674,10451.14
"Персик КНР","Магазин-09",2017-09-02,NA,280.232,22414.42
"Персик КНР","Магазин-09",2017-09-03,NA,170.739,13655.66
"Персик КНР","Магазин-09",2017-09-04,NA,112.749,9018.09
"Персик КНР","Магазин-09",2017-09-05,NA,227.674,18208.3
"Персик КНР","Магазин-09",2017-09-06,NA,184.962,14794.32
"Персик КНР","Магазин-09",2017-09-07,NA,166.898,13348.06
"Персик КНР","Магазин-09",2017-09-08,NA,199.492,15955.39
"Персик КНР","Магазин-09",2017-09-09,NA,135.916,10870.59
"Персик КНР","Магазин-09",2017-09-10,NA,140.796,14044.09
"Персик КНР","Магазин-09",2017-09-11,NA,127.75,12756.59
"Персик КНР","Магазин-09",2017-09-12,NA,121.602,12153.4
"Персик КНР","Магазин-09",2017-09-13,NA,106.056,8480.31
"Персик КНР","Магазин-09",2017-09-14,NA,175.767,14053.49
"Персик КНР","Магазин-09",2017-09-15,NA,112.264,8973.08
"Персик КНР","Магазин-09",2017-09-16,NA,160.708,12850.55
"Персик КНР","Магазин-09",2017-09-17,NA,117.534,9393.2
"Персик КНР","Магазин-09",2017-09-18,NA,765.713,55067.77
"Персик КНР","Магазин-09",2017-09-19,NA,111.86,8947.4
"Персик КНР","Магазин-09",2017-09-20,NA,81.866,6547.55
"Персик КНР","Магазин-09",2017-09-21,NA,86.374,6908.86
"Персик КНР","Магазин-09",2017-09-22,NA,74.76,5975.48
"Персик КНР","Магазин-09",2017-09-23,NA,132.34,10578.84
"Персик КНР","Магазин-09",2017-09-24,NA,90.842,7265.04
"Персик КНР","Магазин-09",2017-09-25,NA,14.996,1198.81
"Персик КНР","Магазин-09",2017-09-26,NA,237.532,18985.4
"Персик КНР","Магазин-09",2017-09-27,NA,49.614,2819.03
"Персик КНР","Магазин-09",2017-09-28,NA,68.914,3442.2
"Персик КНР","Магазин-09",2017-09-29,NA,284.518,14216.3
"Персик КНР","Магазин-09",2017-09-30,NA,47.946,2396.45
"Персик КНР","Магазин-10",2017-04-06,NA,2.902,1102.4
"Персик КНР","Магазин-10",2017-04-07,NA,5.598,2125.74
"Персик КНР","Магазин-10",2017-04-08,NA,2.394,909.71
"Персик КНР","Магазин-10",2017-04-09,NA,5.216,1981.08
"Персик КНР","Магазин-10",2017-04-10,NA,6.322,2402.3
"Персик КНР","Магазин-10",2017-04-11,NA,4.636,1761.51
"Персик КНР","Магазин-10",2017-04-12,NA,5.844,2219.38
"Персик КНР","Магазин-10",2017-04-13,NA,2.522,957.76
"Персик КНР","Магазин-10",2017-04-14,NA,4.478,1701.32
"Персик КНР","Магазин-10",2017-04-15,NA,5.592,2124.91
"Персик КНР","Магазин-10",2017-04-16,NA,3.52,1337.37
"Персик КНР","Магазин-10",2017-04-17,NA,3.908,1484.7
"Персик КНР","Магазин-10",2017-04-18,NA,5.386,2046.12
"Персик КНР","Магазин-10",2017-04-19,NA,7.246,2752.77
"Персик КНР","Магазин-10",2017-04-20,NA,4.146,1575.44
"Персик КНР","Магазин-10",2017-04-21,NA,7.134,2709.55
"Персик КНР","Магазин-10",2017-04-22,NA,6.812,2588.27
"Персик КНР","Магазин-10",2017-04-23,NA,6.182,2348.3
"Персик КНР","Магазин-10",2017-04-24,NA,2.962,1125.55
"Персик КНР","Магазин-10",2017-04-25,NA,2.408,601.99
"Персик КНР","Магазин-10",2017-04-26,NA,1.31,327.5
"Персик КНР","Магазин-10",2017-04-28,NA,10.626,2018.29
"Персик КНР","Магазин-10",2017-04-29,NA,14.296,2711.98
"Персик КНР","Магазин-10",2017-04-30,NA,9.462,1797.25
"Персик КНР","Магазин-10",2017-05-01,NA,9.178,1743.15
"Персик КНР","Магазин-10",2017-05-02,NA,3.734,709.43
"Персик КНР","Магазин-10",2017-05-03,NA,7.652,1530.29
"Персик КНР","Магазин-10",2017-05-04,NA,11.378,2275.07
"Персик КНР","Магазин-10",2017-05-05,NA,5.178,1035.2
"Персик КНР","Магазин-10",2017-05-06,NA,8.02,1603.59
"Персик КНР","Магазин-10",2017-05-07,NA,178.602,26760.03
"Персик КНР","Магазин-10",2017-05-08,NA,12.982,2594.12
"Персик КНР","Магазин-10",2017-05-09,NA,6.414,1282.51
"Персик КНР","Магазин-10",2017-05-10,NA,1.47,293.99
"Персик КНР","Магазин-10",2017-05-11,NA,3.166,633.17
"Персик КНР","Магазин-10",2017-05-12,NA,16.74,3347.66
"Персик КНР","Магазин-10",2017-05-13,NA,22.138,4423.43
"Персик КНР","Магазин-10",2017-05-14,NA,10.378,2074.88
"Персик КНР","Магазин-10",2017-05-15,NA,6.986,1393.24
"Персик КНР","Магазин-10",2017-05-16,NA,8.678,1734.64
"Персик КНР","Магазин-10",2017-05-17,NA,15.452,3088.99
"Персик КНР","Магазин-10",2017-05-18,NA,18.616,3722.72
"Персик КНР","Магазин-10",2017-05-19,NA,15.926,3183.76
"Персик КНР","Магазин-10",2017-05-20,NA,13.124,2624.51
"Персик КНР","Магазин-10",2017-05-21,NA,22.336,4465.6
"Персик КНР","Магазин-10",2017-05-22,NA,13.264,2652.25
"Персик КНР","Магазин-10",2017-05-23,NA,25.12,5019.41
"Персик КНР","Магазин-10",2017-05-24,NA,17.374,3473.34
"Персик КНР","Магазин-10",2017-05-25,NA,29.208,5840.7
"Персик КНР","Магазин-10",2017-05-26,NA,25.586,5114.59
"Персик КНР","Магазин-10",2017-05-27,NA,38.81,7758.85
"Персик КНР","Магазин-10",2017-05-28,NA,24.922,4982.57
"Персик КНР","Магазин-10",2017-05-29,NA,22.292,4454.71
"Персик КНР","Магазин-10",2017-05-30,NA,31.394,6276.42
"Персик КНР","Магазин-10",2017-05-31,NA,42.67,8530.07
"Персик КНР","Магазин-10",2017-06-01,NA,32.862,6570.99
"Персик КНР","Магазин-10",2017-06-02,NA,35.668,6418.35
"Персик КНР","Магазин-10",2017-06-03,NA,36.038,6485.48
"Персик КНР","Магазин-10",2017-06-04,NA,16.428,2955.97
"Персик КНР","Магазин-10",2017-06-05,NA,28.87,5194.59
"Персик КНР","Магазин-10",2017-06-06,NA,38.352,6897.78
"Персик КНР","Магазин-10",2017-06-07,NA,44.406,7991.35
"Персик КНР","Магазин-10",2017-06-08,NA,28.696,5163.28
"Персик КНР","Магазин-10",2017-06-09,NA,55.444,6645.84
"Персик КНР","Магазин-10",2017-06-10,NA,158.168,15805.68
"Персик КНР","Магазин-10",2017-06-11,NA,37.074,4446.77
"Персик КНР","Магазин-10",2017-06-12,NA,13.994,1679.16
"Персик КНР","Магазин-10",2017-06-13,NA,45.368,5442.31
"Персик КНР","Магазин-10",2017-06-14,NA,64.174,7678.62
"Персик КНР","Магазин-10",2017-06-15,NA,89.406,8936.86
"Персик КНР","Магазин-10",2017-06-16,NA,86.218,8616.46
"Персик КНР","Магазин-10",2017-06-17,NA,136.484,10899.08
"Персик КНР","Магазин-10",2017-06-18,NA,80.54,8047.18
"Персик КНР","Магазин-10",2017-06-19,NA,93.55,9346.53
"Персик КНР","Магазин-10",2017-06-20,NA,41.12,4933.36
"Персик КНР","Магазин-10",2017-06-21,NA,35.568,4266.84
"Персик КНР","Магазин-10",2017-06-22,NA,58.126,6971.62
"Персик КНР","Магазин-10",2017-06-23,NA,47.052,5643.51
"Персик КНР","Магазин-10",2017-06-24,NA,46.588,5588.59
"Персик КНР","Магазин-10",2017-06-25,NA,56.668,6795.98
"Персик КНР","Магазин-10",2017-06-26,NA,33.56,4025.83
"Персик КНР","Магазин-10",2017-06-27,NA,18.23,2186.77
"Персик КНР","Магазин-10",2017-06-28,NA,30.176,3620.26
"Персик КНР","Магазин-10",2017-06-29,NA,17.088,2050
"Персик КНР","Магазин-10",2017-06-30,NA,54.342,6519.41
"Персик КНР","Магазин-10",2017-07-01,NA,40.92,4908.84
"Персик КНР","Магазин-10",2017-07-02,NA,47.524,5695.54
"Персик КНР","Магазин-10",2017-07-03,NA,172.232,17207.17
"Персик КНР","Магазин-10",2017-07-04,NA,273.832,21650.57
"Персик КНР","Магазин-10",2017-07-05,NA,0.94,91.34
"Персик КНР","Магазин-10",2017-07-06,NA,446.982,44288.73
"Персик КНР","Магазин-10",2017-07-07,NA,215.744,21314.32
"Персик КНР","Магазин-10",2017-07-08,NA,134.288,16099.74
"Персик КНР","Магазин-10",2017-07-09,NA,98.954,11868.24
"Персик КНР","Магазин-10",2017-07-10,NA,122.494,14451.51
"Персик КНР","Магазин-10",2017-07-11,NA,112.41,13294.44
"Персик КНР","Магазин-10",2017-07-12,NA,3.116,360.88
"Персик КНР","Магазин-10",2017-07-13,NA,13.806,1656.38
"Персик КНР","Магазин-10",2017-07-14,NA,99.866,11852.88
"Персик КНР","Магазин-10",2017-07-15,NA,144.426,17321.24
"Персик КНР","Магазин-10",2017-07-16,NA,95.834,11496.76
"Персик КНР","Магазин-10",2017-07-17,NA,50.908,5997.79
"Персик КНР","Магазин-10",2017-07-18,NA,78.5,7778.13
"Персик КНР","Магазин-10",2017-07-19,NA,136.27,13422.73
"Персик КНР","Магазин-10",2017-07-20,NA,1054.732,84321.34
"Персик КНР","Магазин-10",2017-07-21,NA,72.11,7208.7
"Персик КНР","Магазин-10",2017-07-23,NA,32.936,3292.54
"Персик КНР","Магазин-10",2017-07-24,NA,23.15,2313.33
"Персик КНР","Магазин-10",2017-07-27,NA,28.516,2851.07
"Персик КНР","Магазин-10",2017-07-28,NA,127.018,12697.88
"Персик КНР","Магазин-10",2017-07-29,NA,144.832,14478.25
"Персик КНР","Магазин-10",2017-07-30,NA,83.004,8297.04
"Персик КНР","Магазин-10",2017-08-02,NA,29.578,2956.71
"Персик КНР","Магазин-10",2017-08-03,NA,32.318,3230.64
"Персик КНР","Магазин-10",2017-08-11,NA,187.358,14980.76
"Персик КНР","Магазин-10",2017-08-12,NA,13.852,1384.58
"Персик КНР","Магазин-10",2017-08-21,NA,18.152,1814.14
"Персик КНР","Магазин-10",2017-08-31,NA,34.526,3451.65
"Персик КНР","Магазин-10",2017-09-01,NA,36.566,3655.29
"Персик КНР","Магазин-10",2017-09-02,NA,48.668,4864.83
"Персик КНР","Магазин-10",2017-09-03,NA,32.8,3279.28
"Персик КНР","Магазин-10",2017-09-04,NA,39.724,3971.08
"Персик КНР","Магазин-10",2017-09-05,NA,16.882,1647.15
"Персик КНР","Магазин-10",2017-09-06,NA,10.86,1078.44
"Персик КНР","Магазин-10",2017-09-07,NA,44.037,4303.37
"Персик КНР","Магазин-10",2017-09-08,NA,35.666,3498.51
"Персик КНР","Магазин-10",2017-09-09,NA,18.488,1847.97
"Персик КНР","Магазин-10",2017-09-10,NA,8.006,800.25
"Персик КНР","Магазин-10",2017-09-11,NA,27.02,2670.3
"Персик КНР","Магазин-10",2017-09-12,NA,23.424,2302.81
"Персик КНР","Магазин-10",2017-09-13,NA,32.99,2608.72
"Персик КНР","Магазин-10",2017-09-14,NA,35.868,2652.83
"Персик КНР","Магазин-10",2017-09-15,NA,24.378,1939.65
"Персик КНР","Магазин-10",2017-09-16,NA,73.71,5892.16
"Персик КНР","Магазин-10",2017-09-17,NA,66.082,5283.79
"Персик КНР","Магазин-10",2017-09-18,NA,26.612,2091.24
"Персик КНР","Магазин-10",2017-09-19,NA,22.516,1771.29
"Персик КНР","Магазин-10",2017-09-20,NA,24.288,1926.62
"Персик КНР","Магазин-10",2017-09-21,NA,11.788,918.88
"Персик КНР","Магазин-10",2017-09-22,NA,27.926,2182.95
"Персик КНР","Магазин-10",2017-09-23,NA,22.804,1824.07
"Персик КНР","Магазин-10",2017-09-24,NA,7.534,602.66
"Персик КНР","Магазин-10",2017-09-25,NA,13.364,1066.11
"Персик КНР","Магазин-10",2017-09-26,NA,42.54,3372.23
"Персик КНР","Магазин-10",2017-09-27,NA,19.13,1511.54
"Персик КНР","Магазин-10",2017-09-28,NA,27.262,1331.86
"Персик КНР","Магазин-10",2017-09-29,NA,57.818,2861.89
"Персик КНР","Магазин-10",2017-09-30,NA,21.994,1099.48
"Персик КНР","Магазин-10",2017-10-01,NA,14.824,741.05
"Персик КНР","Магазин-10",2017-10-02,NA,3.788,187.95
"Персик КНР","Магазин-10",2017-10-03,NA,4.88,241.83
"Персик КНР","Магазин-10",2017-10-11,NA,50.156,3517.29
"Персик КНР","Магазин-11",2017-04-07,NA,4.952,1880.34
"Персик КНР","Магазин-11",2017-04-08,NA,7.86,2985.83
"Персик КНР","Магазин-11",2017-04-09,NA,1.996,758.26
"Персик КНР","Магазин-11",2017-04-10,NA,6.5,2469.23
"Персик КНР","Магазин-11",2017-04-11,NA,5.286,2008.47
"Персик КНР","Магазин-11",2017-04-12,NA,4.216,1601.6
"Персик КНР","Магазин-11",2017-04-13,NA,2.222,843.92
"Персик КНР","Магазин-11",2017-04-14,NA,10.474,3979.68
"Персик КНР","Магазин-11",2017-04-15,NA,11.662,4431.29
"Персик КНР","Магазин-11",2017-04-16,NA,16.688,6339.36
"Персик КНР","Магазин-11",2017-04-17,NA,6.26,2377.89
"Персик КНР","Магазин-11",2017-04-18,NA,5.892,2237.99
"Персик КНР","Магазин-11",2017-04-19,NA,2.806,1066.25
"Персик КНР","Магазин-11",2017-04-20,NA,5.528,2100.04
"Персик КНР","Магазин-11",2017-04-21,NA,5.096,1936.44
"Персик КНР","Магазин-11",2017-04-22,NA,17.824,6772.2
"Персик КНР","Магазин-11",2017-04-23,NA,5.788,2199.16
"Персик КНР","Магазин-11",2017-04-24,NA,8.67,3294.17
"Персик КНР","Магазин-11",2017-04-25,NA,4.422,1104.69
"Персик КНР","Магазин-11",2017-04-26,NA,12.188,3046.87
"Персик КНР","Магазин-11",2017-04-27,NA,3.312,629.23
"Персик КНР","Магазин-11",2017-04-28,NA,23.66,4494.43
"Персик КНР","Магазин-11",2017-04-29,NA,18.122,3442.53
"Персик КНР","Магазин-11",2017-04-30,NA,3.764,714.67
"Персик КНР","Магазин-11",2017-05-01,NA,16.664,3165.74
"Персик КНР","Магазин-11",2017-05-02,NA,6.538,1238.52
"Персик КНР","Магазин-11",2017-05-03,NA,19.824,3964.53
"Персик КНР","Магазин-11",2017-05-04,NA,10.286,2056.33
"Персик КНР","Магазин-11",2017-05-05,NA,24.89,4977.41
"Персик КНР","Магазин-11",2017-05-06,NA,26.89,5376.89
"Персик КНР","Магазин-11",2017-05-07,NA,379.858,56907.53
"Персик КНР","Магазин-11",2017-05-08,NA,28.95,5788.93
"Персик КНР","Магазин-11",2017-05-09,NA,10.106,2015.57
"Персик КНР","Магазин-11",2017-05-10,NA,19.844,3968.07
"Персик КНР","Магазин-11",2017-05-11,NA,14.766,2952.17
"Персик КНР","Магазин-11",2017-05-12,NA,36.756,7350.03
"Персик КНР","Магазин-11",2017-05-13,NA,39.75,7949.11
"Персик КНР","Магазин-11",2017-05-14,NA,7.58,1515.44
"Персик КНР","Магазин-11",2017-05-15,NA,28.45,5689.09
"Персик КНР","Магазин-11",2017-05-16,NA,23.106,4619.72
"Персик КНР","Магазин-11",2017-05-17,NA,16.698,3339.43
"Персик КНР","Магазин-11",2017-05-18,NA,23.554,4709.61
"Персик КНР","Магазин-11",2017-05-19,NA,58.038,11605.01
"Персик КНР","Магазин-11",2017-05-20,NA,53.13,10625.06
"Персик КНР","Магазин-11",2017-05-21,NA,14.336,2866.17
"Персик КНР","Магазин-11",2017-05-24,NA,57.642,11526.53
"Персик КНР","Магазин-11",2017-05-25,NA,14.324,2863.64
"Персик КНР","Магазин-11",2017-05-26,NA,6.75,1349.74
"Персик КНР","Магазин-11",2017-05-27,NA,27.236,5446.48
"Персик КНР","Магазин-11",2017-05-28,NA,55.174,11032.4
"Персик КНР","Магазин-11",2017-05-29,NA,24.242,4846.51
"Персик КНР","Магазин-11",2017-05-30,NA,31.756,6348.49
"Персик КНР","Магазин-11",2017-05-31,NA,29.91,5980.88
"Персик КНР","Магазин-11",2017-06-01,NA,47.066,9406.7
"Персик КНР","Магазин-11",2017-06-02,NA,67.036,12063.82
"Персик КНР","Магазин-11",2017-06-03,NA,69.004,12416.64
"Персик КНР","Магазин-11",2017-06-04,NA,31.92,5744.67
"Персик КНР","Магазин-11",2017-06-05,NA,33.118,5960.11
"Персик КНР","Магазин-11",2017-06-06,NA,27.398,4930.07
"Персик КНР","Магазин-11",2017-06-07,NA,29.332,5279.12
"Персик КНР","Магазин-11",2017-06-08,NA,51.008,9176.99
"Персик КНР","Магазин-11",2017-06-09,NA,319.986,38360.13
"Персик КНР","Магазин-11",2017-06-10,NA,377.744,37720.76
"Персик КНР","Магазин-11",2017-06-11,NA,131.174,15732.06
"Персик КНР","Магазин-11",2017-06-12,NA,187.724,22512.34
"Персик КНР","Магазин-11",2017-06-13,NA,190.018,22790.65
"Персик КНР","Магазин-11",2017-06-14,NA,331.56,39754.34
"Персик КНР","Магазин-11",2017-06-15,NA,505.444,50507.55
"Персик КНР","Магазин-11",2017-06-16,NA,87.238,8713.49
"Персик КНР","Магазин-11",2017-06-17,NA,286.226,22872.96
"Персик КНР","Магазин-11",2017-06-18,NA,191.71,19157.99
"Персик КНР","Магазин-11",2017-06-19,NA,66.994,6696.7
"Персик КНР","Магазин-11",2017-06-20,NA,31.868,3820.69
"Персик КНР","Магазин-11",2017-06-21,NA,34.246,4106.25
"Персик КНР","Магазин-11",2017-06-22,NA,51.586,6186.06
"Персик КНР","Магазин-11",2017-06-23,NA,63.44,7611.17
"Персик КНР","Магазин-11",2017-06-24,NA,45.222,5423.03
